Genero,Edad,estrato,price_plan,nombre_zone,motivo_rechazo_solicitud,mes,dia,venta,grupo_edad,tipo_plan,plan_MB
M,44,1,68850.0,O,No Aplica,10,5,1,40-49,Internet-voz,350
H,25,3,63749.0,N,Tiempos y Procesos,5,6,0,18-29,Internet-voz,100
H,63,2,66399.0,O,No Aplica,2,5,1,60-69,Internet-voz,200
M,20,2,56249.0,C,No Aplica,5,5,1,18-29,Internet,100
H,56,1,70549.0,O,Errores en la Solicitud,6,29,0,50-59,Internet-voz,200
H,26,1,61965.0,O,No Aplica,12,9,1,18-29,Internet-voz,250
M,50,2,63749.0,C,No Aplica,4,5,1,50-59,Internet-voz,100
M,44,3,63749.0,N,Tiempos y Procesos,3,6,0,40-49,Internet-voz,100
H,44,1,61965.0,S,No Aplica,12,5,1,40-49,Internet-voz,250
H,39,3,62250.0,C,No Aplica,12,6,1,30-39,Internet,200
M,51,2,61965.0,O,No Aplica,11,14,1,50-59,Internet-voz,250
H,58,3,56249.0,N,Falta de Interés,10,28,0,50-59,Internet,100
H,30,5,79049.0,N,Otro,1,9,0,30-39,Internet-voz,300
M,20,4,71920.0,S,Errores en la Solicitud,9,23,0,18-29,Internet-voz,250
H,27,3,56249.0,C,No Aplica,1,31,1,18-29,Internet,100
M,25,1,69749.0,O,No Aplica,6,9,1,18-29,Internet,300
H,64,1,63749.0,O,No Aplica,3,12,1,60-69,Internet-voz,100
H,64,2,68850.0,N,No Aplica,7,6,1,60-69,Internet-voz,350
H,46,2,55120.0,S,No Aplica,8,28,1,40-49,Internet,250
M,18,3,63749.0,O,No Aplica,3,18,1,18-29,Internet-voz,100
M,23,1,66399.0,O,No Aplica,1,15,1,18-29,Internet-voz,200
H,39,2,70549.0,C,No Aplica,2,1,1,30-39,Internet-voz,200
H,54,1,68850.0,O,No Aplica,12,17,1,50-59,Internet-voz,350
H,27,3,55120.0,S,No Aplica,7,17,1,18-29,Internet,250
H,56,5,59999.0,C,No Aplica,2,28,1,50-59,Internet,100
M,51,4,76415.0,N,No Aplica,12,26,1,50-59,Internet-voz,250
M,53,4,76415.0,S,Errores en la Solicitud,10,23,0,50-59,Internet-voz,250
H,38,2,68850.0,N,Financiero,9,3,0,30-39,Internet-voz,350
H,27,1,61965.0,O,No Aplica,7,15,1,18-29,Internet-voz,250
H,38,5,79920.0,S,No Aplica,9,19,1,30-39,Internet-voz,350
M,38,3,58565.0,N,No Aplica,7,7,1,30-39,Internet,250
M,19,3,64800.0,N,No Aplica,9,18,1,18-29,Internet-voz,350
H,41,1,70549.0,C,Financiero,6,18,0,40-49,Internet-voz,200
H,28,6,70549.0,C,Financiero,5,1,0,18-29,Internet-voz,200
M,37,6,79049.0,C,Tiempos y Procesos,3,22,0,30-39,Internet-voz,300
M,53,2,62800.0,C,No Aplica,7,26,1,50-59,Internet,350
H,57,5,71920.0,N,No Aplica,8,28,1,50-59,Internet-voz,250
H,58,2,61965.0,S,No Aplica,11,16,1,50-59,Internet-voz,250
H,33,1,61965.0,O,No Aplica,7,4,1,30-39,Internet-voz,250
M,23,1,68850.0,S,No Aplica,11,29,1,18-29,Internet-voz,350
M,43,2,79049.0,N,Tiempos y Procesos,2,8,0,40-49,Internet-voz,300
M,57,5,82365.0,C,No Aplica,9,24,1,50-59,Internet,350
H,44,4,79049.0,S,Errores en la Solicitud,3,13,0,40-49,Internet-voz,300
H,64,1,79049.0,O,Falta de Interés,4,24,0,60-69,Internet-voz,300
H,46,4,66399.0,N,No Aplica,5,31,1,40-49,Internet-voz,200
H,20,6,72165.0,S,No Aplica,9,30,1,18-29,Internet,250
M,40,3,55120.0,N,No Aplica,8,27,1,40-49,Internet,250
H,54,1,63749.0,O,Tiempos y Procesos,5,2,0,50-59,Internet-voz,100
H,40,1,70549.0,O,Errores en la Solicitud,3,11,0,40-49,Internet-voz,200
M,46,6,63749.0,C,No Aplica,1,6,1,40-49,Internet-voz,100
M,31,2,61965.0,S,No Aplica,10,19,1,30-39,Internet-voz,250
H,32,3,63749.0,N,No Aplica,5,11,1,30-39,Internet-voz,100
H,28,1,79049.0,O,Financiero,4,26,0,18-29,Internet-voz,300
M,60,2,63749.0,N,No Aplica,6,25,1,60-69,Internet-voz,100
H,25,2,59999.0,O,Otro,8,14,0,18-29,Internet-voz,100
M,46,6,74399.0,C,No Aplica,4,15,1,40-49,Internet,300
H,27,1,68850.0,O,No Aplica,12,18,1,18-29,Internet-voz,350
M,61,2,79049.0,N,Financiero,3,19,0,60-69,Internet-voz,300
H,30,2,63749.0,S,No Aplica,5,20,1,30-39,Internet-voz,100
M,52,2,63749.0,S,No Aplica,3,23,1,50-59,Internet-voz,100
H,56,1,61965.0,O,No Aplica,10,19,1,50-59,Internet-voz,250
M,27,1,61965.0,O,No Aplica,8,16,1,18-29,Internet-voz,250
H,47,1,79049.0,O,No Aplica,3,12,1,40-49,Internet-voz,300
H,36,2,68850.0,O,No Aplica,7,18,1,30-39,Internet-voz,350
H,65,3,63749.0,S,No Aplica,2,10,1,60-69,Internet-voz,100
H,54,2,69749.0,S,No Aplica,1,26,1,50-59,Internet,300
H,45,3,58320.0,C,No Aplica,7,18,1,40-49,Internet-voz,250
M,55,2,63749.0,C,No Aplica,2,5,1,50-59,Internet-voz,100
M,21,3,63749.0,N,Financiero,6,5,0,18-29,Internet-voz,100
H,63,3,56249.0,C,No Aplica,2,5,1,60-69,Internet,100
M,19,2,61965.0,C,No Aplica,9,2,1,18-29,Internet-voz,250
H,36,1,69749.0,S,Errores en la Solicitud,6,25,0,30-39,Internet,300
M,31,3,69749.0,C,Otro,1,24,0,30-39,Internet,300
H,39,1,70549.0,O,No Aplica,5,16,1,30-39,Internet-voz,200
H,39,3,68850.0,S,No Aplica,12,2,1,30-39,Internet-voz,350
H,53,2,63749.0,S,Tiempos y Procesos,5,23,0,50-59,Internet-voz,100
M,41,3,63749.0,N,No Aplica,2,27,1,40-49,Internet-voz,100
H,46,3,58320.0,C,No Aplica,1,13,1,40-49,Internet-voz,250
H,28,2,63749.0,N,No Aplica,4,13,1,18-29,Internet-voz,100
M,40,3,70549.0,O,Financiero,3,23,0,40-49,Internet-voz,200
H,57,4,67920.0,S,Errores en la Solicitud,11,27,0,50-59,Internet,250
M,26,3,74399.0,N,Errores en la Solicitud,4,26,0,18-29,Internet-voz,300
H,40,2,62800.0,O,No Aplica,10,8,1,40-49,Internet,350
H,48,2,55120.0,S,No Aplica,9,16,1,40-49,Internet,250
M,19,6,63749.0,N,No Aplica,4,19,1,18-29,Internet-voz,100
H,19,6,70549.0,C,No Aplica,3,6,1,18-29,Internet-voz,200
M,39,2,55120.0,C,Financiero,12,3,0,30-39,Internet,250
M,59,3,63749.0,C,Financiero,6,20,0,50-59,Internet-voz,100
H,54,2,63749.0,N,No Aplica,6,18,1,50-59,Internet-voz,100
M,55,4,72165.0,S,No Aplica,7,23,1,50-59,Internet,250
H,34,3,70549.0,C,Doble Solicitud,6,14,0,30-39,Internet-voz,200
H,24,2,68850.0,N,No Aplica,7,10,1,18-29,Internet-voz,350
H,36,3,63749.0,S,No Aplica,1,17,1,30-39,Internet-voz,100
H,25,1,61965.0,S,Errores en la Solicitud,12,20,0,18-29,Internet-voz,250
H,48,1,68850.0,O,Financiero,8,25,0,40-49,Internet-voz,350
M,57,1,63749.0,S,No Aplica,6,6,1,50-59,Internet-voz,100
H,29,1,68850.0,O,No Aplica,10,5,1,18-29,Internet-voz,350
H,39,2,63749.0,O,Errores en la Solicitud,5,21,0,30-39,Internet-voz,100
M,58,3,61965.0,C,Doble Solicitud,9,2,0,50-59,Internet-voz,250
H,48,2,59999.0,O,No Aplica,4,24,1,40-49,Internet-voz,100
M,51,3,63749.0,S,Tiempos y Procesos,3,8,0,50-59,Internet-voz,100
H,33,3,58320.0,S,Financiero,1,24,0,30-39,Internet-voz,250
H,36,1,61965.0,O,No Aplica,10,1,1,30-39,Internet-voz,250
H,52,2,70549.0,O,No Aplica,3,13,1,50-59,Internet-voz,200
M,21,3,66399.0,O,No Aplica,8,25,1,18-29,Internet-voz,200
H,51,2,70549.0,C,Financiero,4,15,0,50-59,Internet-voz,200
M,36,6,79049.0,O,No Aplica,6,19,1,30-39,Internet-voz,300
H,46,1,61965.0,O,No Aplica,12,10,1,40-49,Internet-voz,250
M,50,1,63749.0,O,No Aplica,6,7,1,50-59,Internet-voz,100
M,57,2,68850.0,O,No Aplica,8,23,1,50-59,Internet-voz,350
H,45,3,69749.0,S,Falta de Interés,9,15,0,40-49,Internet,300
M,57,3,62800.0,N,No Aplica,9,30,1,50-59,Internet,350
M,34,5,59999.0,C,No Aplica,4,18,1,30-39,Internet,100
H,27,3,69749.0,O,No Aplica,4,11,1,18-29,Internet,300
H,38,5,74399.0,S,No Aplica,2,16,1,30-39,Internet-voz,300
M,45,3,56249.0,O,Financiero,3,27,0,40-49,Internet,100
H,41,3,66399.0,N,Errores en la Solicitud,1,26,0,40-49,Internet-voz,200
H,40,2,68850.0,O,Financiero,8,4,0,40-49,Internet-voz,350
H,27,1,61965.0,O,No Aplica,11,2,1,18-29,Internet-voz,250
M,32,3,63749.0,N,No Aplica,3,12,1,30-39,Internet-voz,100
H,23,3,74399.0,O,Financiero,5,12,0,18-29,Internet-voz,300
H,44,2,61965.0,N,No Aplica,9,25,1,40-49,Internet-voz,250
H,28,1,63749.0,O,Tiempos y Procesos,5,31,0,18-29,Internet-voz,100
H,51,3,62800.0,N,No Aplica,11,15,1,50-59,Internet,350
H,35,1,70549.0,C,Errores en la Solicitud,6,18,0,30-39,Internet-voz,200
H,23,1,66399.0,O,Financiero,6,14,0,18-29,Internet-voz,200
H,23,1,68850.0,O,No Aplica,8,14,1,18-29,Internet-voz,350
M,33,3,55120.0,S,No Aplica,2,3,1,30-39,Internet,250
H,36,1,63749.0,O,Financiero,6,8,0,30-39,Internet-voz,100
H,24,4,66399.0,S,Falta de Interés,1,12,0,18-29,Internet-voz,200
M,33,4,63749.0,S,No Aplica,4,23,1,30-39,Internet-voz,100
H,35,3,70549.0,S,No Aplica,4,10,1,30-39,Internet-voz,200
M,43,3,69749.0,N,Financiero,3,1,0,40-49,Internet,300
H,23,1,68850.0,O,No Aplica,7,23,1,18-29,Internet-voz,350
H,51,1,61965.0,O,No Aplica,10,7,1,50-59,Internet-voz,250
M,51,3,61965.0,N,No Aplica,9,3,1,50-59,Internet-voz,250
M,19,5,79049.0,N,Financiero,3,18,0,18-29,Internet-voz,300
M,29,1,61965.0,O,Errores en la Solicitud,9,11,0,18-29,Internet-voz,250
H,51,3,62250.0,N,Errores en la Solicitud,12,16,0,50-59,Internet,200
M,35,4,62250.0,S,No Aplica,3,5,1,30-39,Internet,200
H,20,3,63749.0,N,Errores en la Solicitud,6,26,0,18-29,Internet-voz,100
H,31,5,67920.0,N,No Aplica,2,13,1,30-39,Internet,250
H,21,4,74399.0,S,No Aplica,3,10,1,18-29,Internet-voz,300
M,51,6,79049.0,C,Falta de Interés,3,15,0,50-59,Internet-voz,300
M,66,1,63749.0,O,No Aplica,6,12,1,60-69,Internet-voz,100
M,28,3,55120.0,C,Falta de Interés,9,30,0,18-29,Internet,250
M,54,1,63749.0,O,No Aplica,2,17,1,50-59,Internet-voz,100
H,23,2,61965.0,C,No Aplica,8,19,1,18-29,Internet-voz,250
M,30,3,79049.0,N,No Aplica,2,20,1,30-39,Internet-voz,300
H,21,2,70549.0,O,Financiero,6,26,0,18-29,Internet-voz,200
H,42,5,79049.0,O,No Aplica,4,24,1,40-49,Internet-voz,300
M,31,2,61965.0,N,Financiero,7,19,0,30-39,Internet-voz,250
H,18,3,68850.0,O,No Aplica,9,13,1,18-29,Internet-voz,350
H,46,2,58320.0,S,Errores en la Solicitud,8,31,0,40-49,Internet-voz,250
M,51,2,61965.0,O,No Aplica,9,19,1,50-59,Internet-voz,250
H,34,1,61965.0,O,Doble Solicitud,8,21,0,30-39,Internet-voz,250
M,28,1,70549.0,O,No Aplica,2,9,1,18-29,Internet-voz,200
H,52,3,79049.0,S,Financiero,5,11,0,50-59,Internet-voz,300
H,22,2,61965.0,C,No Aplica,10,18,1,18-29,Internet-voz,250
H,58,1,63749.0,O,Financiero,5,10,0,50-59,Internet-voz,100
M,57,1,63749.0,O,Financiero,4,24,0,50-59,Internet-voz,100
H,27,2,68850.0,N,No Aplica,10,22,1,18-29,Internet-voz,350
H,33,1,61965.0,O,No Aplica,8,26,1,30-39,Internet-voz,250
H,33,1,63749.0,O,No Aplica,4,30,1,30-39,Internet-voz,100
M,59,1,61965.0,O,No Aplica,8,16,1,50-59,Internet-voz,250
M,58,2,79049.0,N,Tiempos y Procesos,3,13,0,50-59,Internet-voz,300
M,63,1,68850.0,S,No Aplica,12,5,1,60-69,Internet-voz,350
M,46,2,63749.0,O,Errores en la Solicitud,3,26,0,40-49,Internet-voz,100
H,32,1,68850.0,C,No Aplica,9,20,1,30-39,Internet-voz,350
H,25,2,70549.0,C,No Aplica,6,6,1,18-29,Internet-voz,200
H,55,2,68850.0,O,No Aplica,10,30,1,50-59,Internet-voz,350
H,43,3,64800.0,C,Errores en la Solicitud,12,10,0,40-49,Internet-voz,350
H,59,1,61965.0,O,No Aplica,9,27,1,50-59,Internet-voz,250
H,26,3,61965.0,S,No Aplica,9,17,1,18-29,Internet-voz,250
H,52,2,63749.0,S,Otro,1,10,0,50-59,Internet-voz,100
H,28,1,63749.0,O,No Aplica,5,20,1,18-29,Internet-voz,100
H,31,1,61965.0,O,No Aplica,9,11,1,30-39,Internet-voz,250
H,21,3,55120.0,C,Otro,7,5,0,18-29,Internet,250
H,60,3,59999.0,O,Falta de Interés,8,9,0,60-69,Internet-voz,100
M,46,4,79049.0,S,No Aplica,5,15,1,40-49,Internet-voz,300
H,44,3,56249.0,N,Errores en la Solicitud,2,19,0,40-49,Internet,100
H,25,1,63749.0,O,Financiero,4,7,0,18-29,Internet-voz,100
M,20,1,63749.0,S,No Aplica,3,15,1,18-29,Internet-voz,100
M,34,3,63749.0,C,No Aplica,3,1,1,30-39,Internet-voz,100
M,21,6,82365.0,S,No Aplica,11,9,1,18-29,Internet,350
H,60,6,79049.0,S,No Aplica,4,16,1,60-69,Internet-voz,300
M,38,6,70549.0,S,No Aplica,2,8,1,30-39,Internet-voz,200
H,66,1,68850.0,O,No Aplica,11,13,1,60-69,Internet-voz,350
M,45,2,63749.0,S,No Aplica,2,10,1,40-49,Internet-voz,100
H,56,2,63749.0,C,No Aplica,5,3,1,50-59,Internet-voz,100
H,41,2,62250.0,O,No Aplica,8,28,1,40-49,Internet,200
M,18,3,69749.0,S,Errores en la Solicitud,2,8,0,18-29,Internet,300
M,26,1,61965.0,O,No Aplica,7,4,1,18-29,Internet-voz,250
M,30,3,55120.0,O,No Aplica,10,7,1,30-39,Internet,250
H,41,1,61965.0,O,No Aplica,8,16,1,40-49,Internet-voz,250
H,54,2,61965.0,C,No Aplica,9,9,1,50-59,Internet-voz,250
M,30,1,61965.0,O,No Aplica,9,11,1,30-39,Internet-voz,250
M,48,3,62250.0,S,Otro,10,6,0,40-49,Internet,200
H,45,3,62250.0,S,No Aplica,5,21,1,40-49,Internet,200
M,46,2,68850.0,N,Tiempos y Procesos,10,5,0,40-49,Internet-voz,350
H,43,2,63749.0,S,Tiempos y Procesos,6,11,0,40-49,Internet-voz,100
H,53,1,61965.0,O,No Aplica,11,14,1,50-59,Internet-voz,250
H,21,2,68850.0,N,No Aplica,9,6,1,18-29,Internet-voz,350
M,28,1,63749.0,O,No Aplica,6,13,1,18-29,Internet-voz,100
H,55,2,63749.0,O,No Aplica,5,15,1,50-59,Internet-voz,100
H,27,2,68850.0,O,No Aplica,10,21,1,18-29,Internet-voz,350
H,23,3,68850.0,O,No Aplica,12,26,1,18-29,Internet-voz,350
H,35,3,59999.0,N,No Aplica,2,29,1,30-39,Internet-voz,100
H,53,1,61965.0,O,No Aplica,10,26,1,50-59,Internet-voz,250
H,57,2,63749.0,O,Tiempos y Procesos,6,28,0,50-59,Internet-voz,100
M,61,2,63749.0,N,Errores en la Solicitud,4,17,0,60-69,Internet-voz,100
H,37,6,69749.0,O,No Aplica,10,17,1,30-39,Internet,300
M,34,3,74399.0,S,Falta de Interés,8,24,0,30-39,Internet-voz,300
H,18,1,62250.0,O,No Aplica,8,7,1,18-29,Internet,200
M,38,3,62800.0,S,No Aplica,8,21,1,30-39,Internet,350
M,55,1,70549.0,O,No Aplica,5,20,1,50-59,Internet-voz,200
M,49,1,62800.0,C,Financiero,7,30,0,40-49,Internet,350
M,21,3,63749.0,S,No Aplica,6,22,1,18-29,Internet-voz,100
H,56,2,61965.0,O,Financiero,10,11,0,50-59,Internet-voz,250
H,46,4,77520.0,S,No Aplica,9,23,1,40-49,Internet,350
H,54,1,70549.0,O,Errores en la Solicitud,5,16,0,50-59,Internet-voz,200
H,26,3,70549.0,N,Errores en la Solicitud,5,25,0,18-29,Internet-voz,200
M,38,2,68850.0,C,No Aplica,10,12,1,30-39,Internet-voz,350
H,32,3,79049.0,N,No Aplica,6,20,1,30-39,Internet-voz,300
M,57,2,82999.0,N,No Aplica,5,15,1,50-59,Internet-voz,200
M,26,2,79049.0,O,Doble Solicitud,3,4,0,18-29,Internet-voz,300
H,28,3,55120.0,S,Errores en la Solicitud,7,25,0,18-29,Internet,250
H,40,3,63749.0,C,Financiero,5,2,0,40-49,Internet-voz,100
M,34,3,63749.0,S,Otro,12,28,0,30-39,Internet,100
H,27,2,63749.0,C,Doble Solicitud,4,16,0,18-29,Internet-voz,100
M,40,2,68850.0,C,No Aplica,11,1,1,40-49,Internet-voz,350
M,49,2,59999.0,N,Financiero,6,25,0,40-49,Internet,100
M,53,5,79049.0,C,No Aplica,6,20,1,50-59,Internet-voz,300
H,59,3,63749.0,S,Errores en la Solicitud,3,9,0,50-59,Internet-voz,100
H,25,1,66399.0,O,Financiero,4,26,0,18-29,Internet-voz,200
H,23,5,79049.0,N,No Aplica,2,20,1,18-29,Internet-voz,300
M,28,5,76415.0,N,Errores en la Solicitud,8,10,0,18-29,Internet-voz,250
H,60,3,56249.0,N,Financiero,6,4,0,60-69,Internet,100
M,18,2,55120.0,C,Errores en la Solicitud,11,17,0,18-29,Internet,250
H,46,6,79049.0,N,No Aplica,2,20,1,40-49,Internet-voz,300
M,27,3,62250.0,C,Financiero,3,8,0,18-29,Internet,200
H,30,6,58565.0,S,Errores en la Solicitud,8,15,0,30-39,Internet,250
M,26,2,63749.0,C,No Aplica,6,26,1,18-29,Internet-voz,100
H,28,4,72165.0,N,No Aplica,7,3,1,18-29,Internet,250
H,34,2,69749.0,O,Falta de Interés,9,1,0,30-39,Internet,300
M,21,2,68850.0,O,No Aplica,10,28,1,18-29,Internet-voz,350
H,49,1,63749.0,O,Financiero,5,31,0,40-49,Internet-voz,100
M,53,3,59999.0,S,Otro,8,1,0,50-59,Internet-voz,100
M,53,5,76415.0,S,Tiempos y Procesos,9,4,0,50-59,Internet-voz,250
H,19,1,70549.0,O,No Aplica,5,2,1,18-29,Internet-voz,200
M,18,3,63749.0,N,No Aplica,6,24,1,18-29,Internet-voz,100
H,34,4,77520.0,S,Tiempos y Procesos,7,9,0,30-39,Internet,350
H,39,4,76415.0,O,Errores en la Solicitud,11,7,0,30-39,Internet-voz,250
M,58,3,68850.0,O,Doble Solicitud,10,14,0,50-59,Internet-voz,350
M,44,2,68000.0,O,No Aplica,4,9,1,40-49,Internet,80
H,52,1,61965.0,O,No Aplica,11,22,1,50-59,Internet-voz,250
M,43,3,64800.0,S,Falta de Interés,8,24,0,40-49,Internet-voz,350
M,31,3,62800.0,N,Falta de Interés,9,30,0,30-39,Internet,350
M,57,1,63749.0,O,Errores en la Solicitud,6,4,0,50-59,Internet-voz,100
H,50,3,55120.0,S,No Aplica,7,17,1,50-59,Internet,250
M,62,4,63749.0,S,No Aplica,3,22,1,60-69,Internet-voz,100
M,55,2,63749.0,N,Doble Solicitud,2,27,0,50-59,Internet-voz,100
H,55,1,70549.0,O,No Aplica,3,1,1,50-59,Internet-voz,200
H,51,1,63749.0,O,No Aplica,6,7,1,50-59,Internet-voz,100
H,35,3,79049.0,O,No Aplica,3,27,1,30-39,Internet-voz,300
M,60,1,64800.0,C,No Aplica,7,24,1,60-69,Internet-voz,350
H,19,3,70549.0,N,No Aplica,5,23,1,18-29,Internet-voz,200
M,58,2,68850.0,C,No Aplica,8,1,1,50-59,Internet-voz,350
H,47,3,61965.0,O,No Aplica,8,14,1,40-49,Internet-voz,250
H,46,3,61965.0,N,Doble Solicitud,12,14,0,40-49,Internet-voz,250
H,49,3,61965.0,C,No Aplica,12,16,1,40-49,Internet-voz,250
M,44,1,68850.0,S,Financiero,9,8,0,40-49,Internet-voz,350
M,52,4,79049.0,N,No Aplica,3,20,1,50-59,Internet-voz,300
M,61,3,66725.0,S,No Aplica,9,10,1,60-69,Internet,350
M,26,2,61965.0,S,No Aplica,10,10,1,18-29,Internet-voz,250
M,40,4,70549.0,S,No Aplica,5,2,1,40-49,Internet-voz,200
M,44,1,63749.0,O,Financiero,4,15,0,40-49,Internet-voz,100
H,63,3,68850.0,C,No Aplica,10,18,1,60-69,Internet-voz,350
H,62,2,69749.0,N,No Aplica,2,14,1,60-69,Internet,300
M,48,1,61965.0,O,No Aplica,7,20,1,40-49,Internet-voz,250
M,55,2,63749.0,O,No Aplica,3,19,1,50-59,Internet-voz,100
H,66,1,66399.0,S,Errores en la Solicitud,12,10,0,60-69,Internet-voz,200
H,22,2,61965.0,N,No Aplica,9,8,1,18-29,Internet-voz,250
H,33,1,62250.0,O,No Aplica,9,21,1,30-39,Internet,200
H,40,1,56249.0,O,No Aplica,5,31,1,40-49,Internet,100
H,38,3,58320.0,S,No Aplica,11,21,1,30-39,Internet-voz,250
M,56,4,76415.0,S,No Aplica,7,24,1,50-59,Internet-voz,250
H,51,3,63749.0,S,No Aplica,4,16,1,50-59,Internet-voz,100
M,52,1,61965.0,O,No Aplica,8,17,1,50-59,Internet-voz,250
H,63,3,59999.0,C,No Aplica,3,25,1,60-69,Internet-voz,100
M,49,2,63749.0,O,Tiempos y Procesos,2,13,0,40-49,Internet-voz,100
M,56,4,70549.0,S,Tiempos y Procesos,2,28,0,50-59,Internet-voz,200
H,46,2,63749.0,S,No Aplica,4,26,1,40-49,Internet-voz,100
M,62,2,61965.0,N,Financiero,9,12,0,60-69,Internet-voz,250
H,20,1,61965.0,O,No Aplica,7,8,1,18-29,Internet-voz,250
M,56,1,61965.0,O,Tiempos y Procesos,7,17,0,50-59,Internet-voz,250
H,37,3,79049.0,S,No Aplica,4,22,1,30-39,Internet-voz,300
H,22,3,58565.0,C,No Aplica,7,3,1,18-29,Internet,250
M,27,3,62800.0,S,No Aplica,12,14,1,18-29,Internet,350
M,41,1,58320.0,O,Tiempos y Procesos,7,25,0,40-49,Internet-voz,250
H,64,1,61965.0,O,No Aplica,12,10,1,60-69,Internet-voz,250
M,46,2,79049.0,O,No Aplica,6,2,1,40-49,Internet-voz,300
H,62,1,61965.0,O,No Aplica,8,12,1,60-69,Internet-voz,250
M,63,1,61965.0,O,Financiero,8,6,0,60-69,Internet-voz,250
H,29,3,56249.0,S,Financiero,3,6,0,18-29,Internet,100
M,45,5,69749.0,S,Errores en la Solicitud,9,26,0,40-49,Internet,300
H,18,2,63749.0,N,No Aplica,5,16,1,18-29,Internet-voz,100
H,48,1,63749.0,C,No Aplica,3,7,1,40-49,Internet-voz,100
H,48,1,79049.0,O,Errores en la Solicitud,5,16,0,40-49,Internet-voz,300
H,51,5,77520.0,N,No Aplica,11,21,1,50-59,Internet,350
H,30,3,61965.0,S,Errores en la Solicitud,10,9,0,30-39,Internet-voz,250
H,57,4,63749.0,S,No Aplica,6,25,1,50-59,Internet-voz,100
M,47,3,61965.0,N,No Aplica,7,23,1,40-49,Internet-voz,250
M,23,4,59999.0,S,Errores en la Solicitud,6,5,0,18-29,Internet-voz,100
H,20,2,63749.0,N,Falta de Interés,3,26,0,18-29,Internet-voz,100
M,32,5,76415.0,S,No Aplica,8,10,1,30-39,Internet-voz,250
M,32,4,56249.0,S,No Aplica,4,26,1,30-39,Internet,100
H,46,3,74399.0,O,Errores en la Solicitud,1,13,0,40-49,Internet-voz,300
H,65,1,61965.0,O,No Aplica,8,10,1,60-69,Internet-voz,250
M,47,1,70549.0,O,No Aplica,5,30,1,40-49,Internet-voz,200
M,19,4,76415.0,S,No Aplica,11,22,1,18-29,Internet-voz,250
M,44,1,61965.0,N,Doble Solicitud,10,2,0,40-49,Internet-voz,250
H,59,2,63749.0,O,No Aplica,5,22,1,50-59,Internet-voz,100
M,25,3,61965.0,N,Errores en la Solicitud,10,2,0,18-29,Internet-voz,250
M,62,1,56249.0,C,No Aplica,4,29,1,60-69,Internet,100
H,34,3,66725.0,S,Financiero,8,26,0,30-39,Internet,350
M,65,5,82999.0,N,Errores en la Solicitud,4,1,0,60-69,Internet-voz,200
H,27,3,62800.0,C,Financiero,6,27,0,18-29,Internet,350
M,18,1,63749.0,O,No Aplica,6,7,1,18-29,Internet-voz,100
H,45,1,63749.0,N,Falta de Interés,3,30,0,40-49,Internet-voz,100
M,25,3,79049.0,N,No Aplica,6,5,1,18-29,Internet-voz,300
H,57,1,63749.0,O,Financiero,5,28,0,50-59,Internet-voz,100
H,38,2,68850.0,O,No Aplica,8,8,1,30-39,Internet-voz,350
H,60,3,68850.0,N,No Aplica,10,24,1,60-69,Internet-voz,350
M,54,4,76415.0,S,Financiero,11,28,0,50-59,Internet-voz,250
H,59,2,70549.0,O,No Aplica,5,15,1,50-59,Internet-voz,200
M,65,2,69749.0,O,Financiero,1,17,0,60-69,Internet,300
H,37,1,61965.0,C,No Aplica,7,9,1,30-39,Internet-voz,250
H,38,3,74399.0,C,Financiero,6,14,0,30-39,Internet-voz,300
M,43,2,70549.0,C,No Aplica,1,29,1,40-49,Internet-voz,200
H,54,3,56249.0,N,Financiero,4,30,0,50-59,Internet,100
H,21,4,70549.0,S,No Aplica,5,8,1,18-29,Internet-voz,200
M,55,3,61965.0,N,No Aplica,9,9,1,50-59,Internet-voz,250
H,56,1,61965.0,O,No Aplica,11,28,1,50-59,Internet-voz,250
M,54,2,63749.0,O,No Aplica,3,18,1,50-59,Internet-voz,100
H,58,5,62250.0,S,No Aplica,5,6,1,50-59,Internet,200
M,49,6,79920.0,S,Financiero,7,11,0,40-49,Internet-voz,350
H,18,3,70549.0,N,No Aplica,1,23,1,18-29,Internet-voz,200
H,27,1,70549.0,O,No Aplica,4,5,1,18-29,Internet-voz,200
M,60,1,68850.0,S,No Aplica,11,24,1,60-69,Internet-voz,350
H,21,1,61965.0,O,No Aplica,9,19,1,18-29,Internet-voz,250
H,57,2,61965.0,O,No Aplica,9,3,1,50-59,Internet-voz,250
H,21,6,70549.0,C,No Aplica,2,14,1,18-29,Internet-voz,200
H,39,2,61965.0,C,No Aplica,10,17,1,30-39,Internet-voz,250
H,55,3,63749.0,N,Falta de Interés,2,12,0,50-59,Internet-voz,100
H,40,3,58320.0,N,No Aplica,12,10,1,40-49,Internet-voz,250
H,49,2,61965.0,S,No Aplica,9,4,1,40-49,Internet-voz,250
H,28,5,74999.0,N,No Aplica,4,4,1,18-29,Internet-voz,100
H,33,1,68850.0,O,No Aplica,12,12,1,30-39,Internet-voz,350
H,44,2,74999.0,N,Tiempos y Procesos,3,31,0,40-49,Internet-voz,100
M,45,3,61965.0,S,No Aplica,9,9,1,40-49,Internet-voz,250
M,28,1,61965.0,O,No Aplica,11,16,1,18-29,Internet-voz,250
H,19,3,70549.0,N,No Aplica,3,23,1,18-29,Internet-voz,200
H,25,5,67920.0,C,No Aplica,11,25,1,18-29,Internet,250
H,27,3,56249.0,S,No Aplica,12,21,1,18-29,Internet,100
